Income,Liab_ratio,Total_assete,EPS,Networth,Return_Eq,Revenue,Turnover,Stock,Reture_A,Top_100
-281631,40.48,4671659.0,-1.85,2886807,-9.66,3889506,1.7,1375632.0,-5.99,0
23575,31.56,8024343.0,0.07,5393762,0.44,4834151,1.27,3286054.0,0.29,0
627543,39.5,7801323.0,3.36,4515870,14.55,9241488,2.08,1786572.0,8.36,0
127301,,4241380.0,1.58,1694256,,2651387,,832810.0,,0
33436,10.48,1160407.0,0.41,1043786,3.21,233542,0.34,846321.0,2.9,0
256170,42.02,2657524.0,7.8,1465739,17.88,1634481,1.15,331907.0,9.96,0
111752,,1817239.0,2.63,1157790,,1121773,,466957.0,,0
-293123,60.94,4047291.0,-1.42,1537293,-20.83,2448536,1.27,2063936.0,-7.52,0
60215,7.83,1612823.0,0.69,1481872,4.1,325191,0.38,863414.0,3.77,0
415518,55.06,5495311.0,5.23,2082436,21.66,2427607,0.85,801341.0,8.33,0
929443,30.85,42783952.0,1.21,29189559,3.2,27098474,0.92,4508625.0,2.19,0
451051,73.2,12585068.0,2.51,3435870,13.44,41948823,5.79,1891813.0,3.37,0
-230284,34.16,644483.0,-2.27,349997,-57.09,390868,1.03,935159.0,-33.38,0
12907896,75.62,428822445.0,3.1,83926079,15.64,845011844,4.36,28406121.0,3.25,1
239751,7.88,1794488.0,3.34,1560602,15.81,1071450,0.72,727390.0,13.71,0
143161,48.95,11328094.0,0.4,5632218,2.54,3216269,0.32,3523143.0,1.26,0
22475,31.99,2462120.0,0.23,1466532,2.79,2511738,2.17,967244.0,1.69,0
178533,43.98,6633285.0,1.51,3671295,4.95,5280588,1.43,1182653.0,2.7,0
-87435,53.48,1525201.0,-0.89,698998,-12.25,329881,0.61,985696.0,-5.68,0
-366258,24.64,2879759.0,-6.1,2092028,-17.55,1734002,1.19,600000.0,-13.06,0
197574,70.35,5517181.0,1.58,1487677,13.58,13678646,4.6,1251140.0,3.73,0
-272816,68.65,2349020.0,-2.15,939655,-34.3,1858643,1.46,1561448.0,-11.41,0
225236,62.94,4388662.0,2.58,1687167,13.64,5257058,1.9,878283.0,4.99,0
12315,70.02,5506040.0,0.16,1816821,0.76,4345852,1.5,845309.0,0.24,0
161277,42.96,2464853.0,1.78,1759768,9.37,1157285,0.82,898257.0,6.5,0
1672971,31.14,22410520.0,9.05,15720043,10.87,15232783,1.05,1920263.0,7.61,0
725103,43.81,27005583.0,1.03,12738331,5.78,32170649,1.37,5417185.0,2.71,0
-284890,85.4,2975956.0,-4.07,200592,-136.42,551501,0.38,700000.0,-9.54,0
3041011,35.44,26168613.0,27.42,15796741,20.0,15900157,1.06,1116675.0,12.05,0
1242002,47.93,11497522.0,14.91,5518186,23.68,9942056,1.56,829073.0,12.33,0
256062,13.12,2765243.0,3.55,2202109,11.81,1845525,1.14,724660.0,9.51,0
72526,36.7,2352980.0,0.61,1523141,-2.26,1426967,0.69,1204804.0,-1.36,0
32558,24.3,1754412.0,0.49,1530434,2.15,31533,0.05,665860.0,1.86,0
-110627,39.39,4623760.0,-0.77,2639785,-4.23,5478884,1.6,1445480.0,-2.31,0
850007,48.29,9745812.0,6.34,4486984,20.32,13569441,2.23,1340119.0,9.46,0
571224,28.13,8307017.0,1.65,5812015,9.93,6208576,1.28,1456814.0,6.98,0
221507,37.04,4747190.0,2.9,2899548,7.69,5544433,1.39,869574.0,4.81,0
1639824,37.23,379559837.0,0.17,237567046,0.71,269911051,1.16,99404332.0,0.44,1
-743751,48.17,2439430.0,-2.44,1287168,-57.53,488725,0.48,1794506.0,-29.01,0
424076,24.56,7842226.0,3.59,5931655,7.23,4660963,1.11,1182579.0,5.53,0
-236216,44.81,5516024.0,-2.07,3181762,-7.37,3905582,1.33,1140598.0,-4.14,0
1508583,37.13,11715811.0,11.3,7308436,21.05,17911584,2.24,1206424.0,12.58,0
-55940,32.6,2194268.0,-0.71,1379768,-4.09,684598,0.44,807522.0,-2.58,0
208922,55.14,3308066.0,3.18,1514646,14.09,4973228,2.13,656160.0,6.09,0
281438,14.63,3012018.0,3.65,2205742,13.15,3328695,1.58,781059.0,9.6,0
1307911,10.61,23101308.0,3.37,20346028,6.48,11934697,0.9,3878483.0,5.78,0
2835589,22.94,19282895.0,26.41,14479559,20.17,17291332,1.63,1034779.0,14.73,0
-101773,53.67,2381203.0,-1.29,874711,-11.08,1141503,1.5,790523.0,-4.35,0
-128547,75.47,1431897.0,-1.09,228556,-52.74,532536,1.23,1068000.0,-9.06,0
-386391,,5801999.0,-4.5,2943763,,3120452,,892631.0,,0
983458,33.39,12345053.0,3.97,7811460,13.05,13800348,1.38,2103532.0,8.1,0
81408,52.94,4105144.0,0.94,1914591,4.37,3597629,1.57,850000.0,2.04,0
723887,77.35,4500811.0,10.01,1598890,46.35,4428573,0.5,723004.0,17.14,0
654515,32.89,3709287.0,15.02,2607730,25.69,2397855,1.54,447282.0,17.68,0
-6162307,54.51,32460701.0,-2.31,15024114,-35.43,12511034,0.64,26650863.0,-17.17,0
305463,27.81,4792610.0,3.8,2846170,11.1,3580003,1.95,811390.0,6.71,0
60508,14.82,1613343.0,1.3,1328964,4.61,1446599,1.19,477742.0,3.76,0
32823,24.79,3764253.0,0.35,2653662,1.26,1901238,1.13,1225564.0,0.9,0
74849,58.71,1174116.0,0.9,609560,14.21,689786,0.87,930425.0,6.25,0
1630605,55.58,28807226.0,8.36,11961996,13.9,33765295,2.28,2084095.0,5.75,0
259946,53.53,10295137.0,2.26,4564150,5.76,8062865,1.36,1223959.0,2.54,0
-424474,35.02,4566353.0,-3.32,2737008,-15.5,3322590,1.43,1216622.0,-9.62,0
472882,56.97,10594619.0,5.72,4566559,10.51,9141450,1.57,809510.0,4.48,0
201508,8.79,5214945.0,1.24,4682321,4.42,926478,0.29,1513276.0,4.0,0
349105,49.22,5080528.0,2.76,2785778,12.73,2013861,0.65,1307017.0,6.91,0
847376,19.64,10924255.0,7.17,6859866,12.66,6845497,1.32,1210254.0,8.26,0
834917,36.81,9112980.0,13.61,3888242,22.01,7078919,1.46,620285.0,9.45,0
1820296,48.96,22717189.0,14.01,13277525,14.17,22537767,1.89,1305694.0,8.34,0
788197,19.69,4679185.0,8.48,3199475,25.6,4068221,1.24,929200.0,16.65,0
1034373,57.69,83621028.0,2.54,36805481,2.84,114583199,2.57,4066638.0,1.19,0
721362,49.32,8617493.0,11.57,4457246,16.72,4808261,0.87,627455.0,8.65,0
-5819980,21.85,39676647.0,-1.53,29739972,-19.09,13587443,0.58,38171964.0,-14.58,0
-150964,26.07,1085525.0,-1.33,785483,-5.25,104515,0.17,1135136.0,-3.84,0
304098,67.66,5931379.0,2.02,1831981,16.72,9591767,2.65,1504418.0,5.04,0
-12689,48.23,7688189.0,-0.21,3663885,-0.35,7404268,1.77,1903446.0,-0.17,0
8200504,72.23,233977113.0,4.77,66003018,12.6,609885871,4.05,18790568.0,3.5,0
1632937,59.56,67155090.0,1.87,26920360,6.1,21688649,0.62,8232160.0,2.44,0
831001,53.23,19589165.0,1.91,8306231,10.36,22250630,2.85,4476438.0,4.43,0
781134,48.07,12611892.0,2.97,6576262,11.99,8084664,1.15,2664230.0,6.24,0
2850785,28.61,57171735.0,2.45,42761495,6.8,41145756,1.14,12065568.0,5.06,0
728305,42.46,12219232.0,6.82,6415597,11.65,9867900,1.11,935046.0,6.26,0
29276780,61.49,583091082.0,6.47,234256597,12.96,476978710,1.27,43515920.0,5.03,1
179775,62.3,22807009.0,0.34,8177255,2.3,7053361,0.84,2462421.0,0.77,0
669086,37.29,14004632.0,4.06,9579704,7.03,6675494,0.81,1411490.0,4.82,0
105377,32.79,3046409.0,1.04,2106283,5.06,2004025,1.14,1009116.0,3.37,0
-118655,6.92,1809597.0,-0.54,1702122,-6.95,91810,0.09,1636189.0,-6.51,0
360124,14.87,4569938.0,4.53,3322222,10.36,2689222,1.04,794853.0,8.17,0
36526,5.66,1294584.0,0.6,1211094,3.02,456449,0.57,605536.0,2.83,0
959636,46.26,8963786.0,12.09,4408315,22.95,4055996,1.11,794924.0,10.84,0
-509140,68.25,16883962.0,-2.94,4950193,-10.57,9222322,0.83,1750753.0,-3.09,0
1197264,41.77,8473414.0,3.03,6628687,19.96,1869147,0.3,4295078.0,15.66,0
98168,,2614370.0,1.28,2363178,,1642783,,640340.0,,0
121303,41.36,2535052.0,1.56,1739138,7.04,1484413,1.0,949337.0,4.75,0
362912,52.55,11543821.0,2.53,6000001,6.18,2554911,0.48,1570439.0,3.0,0
