Income,Liab_ratio,Total_assete,EPS,Networth,Return_Eq,Revenue,Turnover,Stock,Reture_A
33145450.339788746,3375.4589726460663,11192346938.933346,96.62939076608221,127606345.55262274,542.4403773448428,206295902.41030848,9.171967102841071,42236679.10592762,-112.19207794172439
7763894.135903351,615.1113195329929,2009093499.578501,19.154163653528336,42016153.96070722,96.86389094509369,62785367.52651664,2.604789325552379,13556054.009400979,-16.05385319105819
