,公司代號,公司名稱,營業收入,營收成長率,本期淨利（淨損）,淨值,股東權益報酬率,股本,資產總額,資產報酬率,總資產週轉率,負債比率,基本每股盈餘（元）,Top_100
0,N_name,Name,Revenue,SV,Income,Networth,Return_Eq,Stock,Total_assete,Reture_A,Turnover,Liab_ratio,EPS,Top_100
580,3504,揚明光,3905582,-18.97,-236216,3181762,-7.37,1140598,5516024,-4.14,1.33,44.81,-2.07,0
581,3515,華擎,17911584,33.52,1508583,7308436,21.05,1206424,11715811,12.58,2.24,37.13,11.3,0
582,3518,柏騰,684598,25.17,-55940,1379768,-4.09,807522,2194268,-2.58,0.44,32.6,-0.71,0
583,3528,安馳,4973228,20.75,208922,1514646,14.09,656160,3308066,6.09,2.13,55.14,3.18,0
584,3530,晶相光,3328695,45.1,281438,2205742,13.15,781059,3012018,9.6,1.58,14.63,3.65,0
585,3532,台勝科,11934697,2.57,1307911,20346028,6.48,3878483,23101308,5.78,0.9,10.61,3.37,0
586,3533,嘉澤,17291332,14.48,2835589,14479559,20.17,1034779,19282895,14.73,1.63,22.94,26.41,0
587,3535,晶彩科,1141503,-35.36,-101773,874711,-11.08,790523,2381203,-4.35,1.5,53.67,-1.29,0
588,3536,誠創,532536,-52.65,-128547,228556,-52.74,1068000,1431897,-9.06,1.23,75.47,-1.09,0
589,3543,州巧,3120452,,-386391,2943763,,892631,5801999,,,,-4.5,0
590,3545,敦泰,13800348,50.65,983458,7811460,13.05,2103532,12345053,8.1,1.38,33.39,3.97,0
591,3550,聯穎,3597629,1.94,81408,1914591,4.37,850000,4105144,2.04,1.57,52.94,0.94,0
592,3557,嘉威,4428573,166.75,723887,1598890,46.35,723004,4500811,17.14,0.5,77.35,10.01,0
593,3563,牧德,2397855,-5.64,654515,2607730,25.69,447282,3709287,17.68,1.54,32.89,15.02,0
594,3576,聯合再生,12511034,-31.03,-6162307,15024114,-35.43,26650863,32460701,-17.17,0.64,54.51,-2.31,0
595,3583,辛耘,3580003,-9.35,305463,2846170,11.1,811390,4792610,6.71,1.95,27.81,3.8,0
596,3588,通嘉,1446599,37.98,60508,1328964,4.61,477742,1613343,3.76,1.19,14.82,1.3,0
597,3591,艾笛森,1901238,-16.43,32823,2653662,1.26,1225564,3764253,0.9,1.13,24.79,0.35,0
598,3593,力銘,689786,33.54,74849,609560,14.21,930425,1174116,6.25,0.87,58.71,0.9,0
599,3596,智易,33765295,2.64,1630605,11961996,13.9,2084095,28807226,5.75,2.28,55.58,8.36,0
600,3605,宏致,8062865,10.27,259946,4564150,5.76,1223959,10295137,2.54,1.36,53.53,2.26,0
601,3607,谷崧,3322590,-23.74,-424474,2737008,-15.5,1216622,4566353,-9.62,1.43,35.02,-3.32,0
602,3617,碩天,9141450,-2.3,472882,4566559,10.51,809510,10594619,4.48,1.57,56.97,5.72,0
603,3622,洋華,926478,1.47,201508,4682321,4.42,1513276,5214945,4,0.29,8.79,1.24,0
604,3645,達邁,2013861,14.39,349105,2785778,12.73,1307017,5080528,6.91,0.65,49.22,2.76,0
605,3653,健策,6845497,24.72,847376,6859866,12.66,1210254,10924255,8.26,1.32,19.64,7.17,0
606,3661,世芯-KY,7078919,63.49,834917,3888242,22.01,620285,9112980,9.45,1.46,36.81,13.61,0
607,3665,貿聯-KY,22537767,-2.33,1820296,13277525,14.17,1305694,22717189,8.34,1.89,48.96,14.01,0
608,3669,圓展,4068221,89.9,788197,3199475,25.6,929200,4679185,16.65,1.24,19.69,8.48,0
609,3673,TPK-KY,114583199,-16.12,1034373,36805481,2.84,4066638,83621028,1.19,2.57,57.69,2.54,0
610,3679,新至陞,4808261,21.51,721362,4457246,16.72,627455,8617493,8.65,0.87,49.32,11.57,0
611,3682,亞太電,13587443,-4.62,-5819980,29739972,-19.09,38171964,39676647,-14.58,0.58,21.85,-1.53,0
612,3686,達能,104515,-27.63,-150964,785483,-5.25,1135136,1085525,-3.84,0.17,26.07,-1.33,0
613,3694,海華,9591767,24.78,304098,1831981,16.72,1504418,5931379,5.04,2.65,67.66,2.02,0
614,3701,大眾控,7404268,4.57,-12689,3663885,-0.35,1903446,7688189,-0.17,1.77,48.23,-0.21,0
615,3702,大聯大,609885871,15.66,8200504,66003018,12.6,18790568,233977113,3.5,4.05,72.23,4.77,0
616,3703,欣陸,21688649,-4.31,1632937,26920360,6.1,8232160,67155090,2.44,0.62,59.56,1.87,0
617,3704,合勤控,22250630,-7.41,831001,8306231,10.36,4476438,19589165,4.43,2.85,53.23,1.91,0
618,3705,永信,8084664,-1.24,781134,6576262,11.99,2664230,12611892,6.24,1.15,48.07,2.97,0
619,3706,神達,41145756,14.83,2850785,42761495,6.8,12065568,57171735,5.06,1.14,28.61,2.45,0
620,3708,上緯投控,9867900,60.53,728305,6415597,11.65,935046,12219232,6.26,1.11,42.46,6.82,0
621,3711,日月光投控,476978710,15.44,29276780,234256597,12.96,43515920,583091082,5.03,1.27,61.49,6.47,1
622,3712,永崴投控,7053361,-20.87,179775,8177255,2.3,2462421,22807009,0.77,0.84,62.3,0.34,0
623,4104,佳醫,6675494,3.39,669086,9579704,7.03,1411490,14004632,4.82,0.81,37.29,4.06,0
624,4106,雃博,2004025,-1.47,105377,2106283,5.06,1009116,3046409,3.37,1.14,32.79,1.04,0
625,4108,懷特,91810,-3.85,-118655,1702122,-6.95,1636189,1809597,-6.51,0.09,6.92,-0.54,0
626,4119,旭富,2689222,14.16,360124,3322222,10.36,794853,4569938,8.17,1.04,14.87,4.53,0
627,4133,亞諾法,456449,10.21,36526,1211094,3.02,605536,1294584,2.83,0.57,5.66,0.6,0
628,4137,麗豐-KY,4055996,-21.07,959636,4408315,22.95,794924,8963786,10.84,1.11,46.26,12.09,0
629,4141,龍燈-KY,9222322,10.33,-509140,4950193,-10.57,1750753,16883962,-3.09,0.83,68.25,-2.94,0
630,4142,國光生,1869147,43.82,1197264,6628687,19.96,4295078,8473414,15.66,0.3,41.77,3.03,0
631,4148,全宇生技-KY,1642783,,98168,2363178,,640340,2614370,,,,1.28,0
632,4155,訊映,1484413,19.71,121303,1739138,7.04,949337,2535052,4.75,1,41.36,1.56,0
633,4164,承業醫,2554911,-13.4,362912,6000001,6.18,1570439,11543821,3,0.48,52.55,2.53,0
634,4190,佐登-KY,2731429,-15.54,257725,2072476,12.97,609147,7030077,3.78,0.86,68.76,4.41,0
635,4306,炎洲,13948716,-13.21,778905,9976793,7.81,5850478,29815825,2.57,0.84,71.24,1.51,0
636,4414,如興,17077832,1.33,-112835,10793756,-1.05,8200469,21839702,-0.5,0,51.67,-0.16,0
637,4426,利勤,1217165,-47.1,-108638,3114979,-3.46,1726773,4961439,-2.19,0.81,33.74,-0.63,0
638,4438,廣越,12188857,-25.06,557830,8153341,7.19,1033753,12870003,4.2,2.32,33.11,5.2,0
639,4439,冠星-KY,5389194,-27.01,416040,2414039,17.45,315000,4015795,10.36,2.39,41.9,13.25,0
640,4526,東台,7778541,-29.19,-396709,5460674,-7.08,2548265,16009065,-2.42,1.1,64.59,-1.36,0
641,4532,瑞智,19319962,-4.23,722644,10279807,7.31,5049151,29420708,2.55,1.31,64.59,1.41,0
642,4536,拓凱,7234362,0.13,792471,5590084,14.53,908200,10191612,7.81,1.26,44.93,7.48,0
643,4540,全球傳動,2740221,30,91424,3059121,3.01,941780,6116737,1.5,0.69,44.04,0.96,0
644,4545,銘鈺,1921700,6.92,29987,1701187,1.79,770000,3130949,0.95,1.04,42,0.39,0
645,4551,智伸科,7160275,-5.91,771395,6079942,13.53,1120981,12170450,6.43,1,65,7.19,0
646,4552,力達-KY,4384823,-19.18,257784,5206798,5.06,1160000,6845401,3.75,1.39,25.5,2.22,0
647,4555,氣立,1582138,15.67,142372,2674623,5.41,668800,4698229,3.07,0.61,34.83,2.04,0
648,4557,永新-KY,1491678,-7.93,139131,1524922,9.36,398080,2284270,6.39,1.36,27.93,3.61,0
649,4560,強信-KY,1257464,-23.13,76196,1555694,5.02,680620,2618205,3.05,1.28,28.52,1.12,0
650,4562,穎漢,658110,-33.51,-152490,957183,-15.51,675460,2746009,-5.53,0.55,63.73,-2.23,0
651,4564,元翎,2062150,-23.37,298017,4392051,6.88,1835510,7890838,3.78,0.61,44.69,1.65,0
652,4566,時碩工業,3515226,-8.12,99881,2191830,4.61,675330,5223813,1.99,1.38,55.64,1.49,0
653,4571,鈞興-KY,2065404,30.24,285393,1794771,16.5,484000,2629038,11.49,1.29,24.94,6,0
654,4572,駐龍,350169,-57.03,32788,1844365,1.78,358000,2099739,1.56,0.63,14.86,0.92,0
655,4576,大銀微系統,2451961,20.12,153555,3560723,4.35,1186157,5453170,2.79,0.67,37.04,1.14,0
656,4581,光隆精密-KY,863749,,68565,873812,,338990,1329334,,,,2.06,0
657,4720,德淵,3162668,-2.17,101811,1279328,8.09,906000,3055987,3.39,1.92,58.76,0.78,0
658,4722,國精化,3822858,-10.89,281318,2539454,11.29,1000092,3285117,8.75,2.27,23.67,2.83,0
659,4737,華廣,1668586,-23.21,63520,2070783,3.11,627260,4485052,1.41,0.82,53.53,1.06,0
660,4739,康普,5285365,-17.02,165645,3970429,4.21,930293,7217549,2.38,1.58,41.84,1.73,0
661,4746,台耀,3075457,11.56,329178,5285717,6.14,1083126,10285771,3.17,0.51,53.61,3.78,0
662,4755,三福化,3818716,-2.99,399473,3792659,11.41,1007060,5384424,8.06,1.61,25.31,4.36,0
663,4763,材料-KY,2353380,8.19,509581,1608411,34.19,510767,3109067,16.52,1.49,46.92,10.07,0
664,4764,雙鍵,2632875,-24.71,62801,2218618,2.87,754206,4519023,1.38,1.5,41.61,0.81,0
665,4766,南寶,15551344,-9.13,1267122,11196284,11.75,1205707,19346442,6.79,1.62,42.62,10.12,0
666,4807,日成-KY,1765557,-3.08,97648,1084262,9.2,383860,1930825,5.55,1.56,46.61,2.31,0
667,4904,遠傳,79500965,-5.2,8444622,68247209,12.55,32585008,173429320,4.93,1.1,47.37,2.56,1
668,4906,正文,19929372,10.38,1407574,9384135,15.13,3575905,18656376,7.32,2.15,40.9,3.86,0
669,4912,聯德控股-KY,5471250,9.03,454923,2592602,19.47,505535,6391719,7.21,1.43,68.35,9.57,0
670,4915,致伸,68240939,-15.38,1944267,15500590,12.84,4508983,47307082,3.99,2.5,72.71,4.3,0
671,4916,事欣科,3377878,-56.64,-180876,1208928,-14.35,834516,3038600,-5.73,0.91,53.27,-1.78,0
672,4919,新唐,20668056,99.36,532785,11521368,5.56,3883936,32322701,1.7,1.93,33.74,1.81,0
673,4927,泰鼎-KY,11832513,13.92,1203755,7660971,16.24,1899380,15268362,8.34,1.52,36.95,6.31,0
674,4930,燦星網,9466877,1.29,612482,6078976,10.51,1343000,14966601,4.32,1.44,57.81,2.23,0
675,4934,太極,2193597,-5.81,-5340,1778281,-0.3,2000000,3943027,-0.14,0.94,56.87,0.01,0
676,4935,茂林-KY,11205768,111.98,1355051,7244403,19.25,1309371,12439047,11.17,0.93,37.14,10.35,0
677,4938,和碩,1399332906,2.42,22419552,198940522,11.39,26628737,684346609,3.39,3.93,66.13,7.73,1
678,4942,嘉彰,7263201,-5.54,676365,7493939,9.24,1423676,10249628,6.71,1.35,27.48,4.76,0
679,4943,康控-KY,4304546,-16.58,-185647,5240760,-3.58,1572126,9804741,-1.88,0.83,48.32,-0.93,0
680,4952,凌通,2899677,10.07,282037,2109313,13.67,1088158,2870648,9.99,1.73,25.64,2.59,0
681,4956,光鋐,1302811,9.35,16164,1829068,0.89,1004082,2619651,0.63,0.77,32.37,0.16,0
682,4958,臻鼎-KY,131278537,9.19,11508290,104037876,11.83,9470492,181120487,7.04,1.41,35.41,8.9,0
683,4960,誠美材,9456875,-36.52,-91471,9621616,-0.96,6657285,14571675,-0.64,1.3,31.93,-0.13,0
684,4961,天鈺,10879700,18.43,731828,6276149,13.63,1665880,9269684,8.86,2.63,34.75,4.07,0
685,4967,十銓,7501914,8.66,141292,1479594,9.97,744865,3716377,4.01,5.16,57.18,2.06,0
686,4968,立積,5350200,94.58,866216,2185286,42.86,631921,3661208,24.98,2.09,42.58,13.82,0
687,4976,佳凌,1371127,10.45,-56832,1610312,-3.58,1188070,2346310,-2.48,0.95,28.3,-0.5,0
688,4977,眾達-KY,3339200,31.78,538647,2668719,20.84,686898,3286730,16.53,1.44,24.62,8.02,0
689,4989,榮科,2796303,-6.29,34323,2041812,1.69,1530850,2487496,1.39,2.02,17.88,0.22,0
690,4994,傳奇,3246437,-12.54,432923,1785162,25.39,1106390,2574757,17.06,3.02,33.84,3.91,0
691,4999,鑫禾,2940744,30.85,420879,3539342,12.19,744172,4417896,9.78,0.98,14.43,5.66,0
692,5007,三星,5072643,-22.54,615656,6477641,9.64,2949401,7720904,8.2,1.5,17.24,2.04,0
693,5203,訊連,1640662,13.13,188421,3816156,4.98,826003,5132942,3.69,0.46,23.92,2.26,0
694,5215,科嘉-KY,3718647,76.52,742244,2815116,27.71,593375,3909537,19.45,1.38,24.78,13.11,0
695,5225,東科-KY,8941255,-15.09,-676356,1181781,-51.09,614550,6402774,-10.08,3.18,64.71,-11.09,0
696,5234,達興材料,4296103,-5.18,631304,2900408,22.34,1027159,4349169,14.81,1.97,31.77,6.15,0
697,5243,乙盛-KY,9889935,-2.45,460937,5929518,7.95,1685289,9784434,4.77,1.94,34.48,2.74,0
698,5258,虹堡,3734514,4.12,208003,1523035,13.95,895426,3632980,5.69,1.76,61.68,2.23,0
699,5269,祥碩,6987470,86.53,2927912,14101577,22.46,692229,15690529,20.19,1.93,25.2,44.16,0
700,5283,禾聯碩,6032747,4.26,940023,3848029,23.96,730004,5564612,16.84,1.86,31.46,12.73,0
701,5284,jpp-KY,1259442,-12.32,117284,1847615,6.49,436646,3244879,3.74,0.81,42.83,2.65,0
702,5285,界霖,4347192,-2.49,129038,2351290,5.61,940893,5385782,2.44,1.56,51.73,1.37,0
703,5288,豐祥-KY,4658907,-11.66,553202,3070891,18.51,658262,5279781,11.02,1.97,35.2,8.4,0
704,5388,中磊,36096281,13.54,900626,7720079,11.95,2517748,30578748,3.08,2.09,70.68,3.66,0
705,5434,崇越,36167994,14.1,2065325,10588314,20.15,1816996,21451715,9.9,2.82,51.47,11.38,0
706,5469,瀚宇博,45704270,5.94,4095395,39410144,11.17,5284413,75428898,5.62,1.1,49.54,6.15,0
707,5471,松翰,5370626,66.04,1025601,3897860,27.73,1678770,5092369,21.45,1.55,17.23,6.11,0
708,5484,慧友,310453,7.48,-48080,555280,-8.45,681151,751413,-6.45,0.67,19.49,-0.71,0
709,5515,建國,6762818,41.69,374744,4428651,6.92,2574401,9123907,3.35,1.24,49.02,1.43,0
710,5519,隆大,3409980,-22.41,453059,4380066,10.59,2191972,9313633,4.99,0.81,51.11,2.07,0
711,5521,工信,7159730,67.17,1007121,5575914,17.49,4475274,8327513,11.9,0.76,52.45,2.26,0
712,5522,遠雄,26845946,29.86,3838255,41725205,9.43,7815962,91661577,4.18,0.42,52.12,4.86,0
713,5525,順天,1000376,-61.26,44132,4537095,0.98,2645913,16201670,0.31,0.36,62.36,0.17,0
714,5531,鄉林,5915557,-22.75,107806,12459963,0.9,9775892,31868186,0.33,0.33,63.02,0.17,0
715,5533,皇鼎,3834898,135.17,242758,7438339,3.29,2852450,13982018,1.71,0.2,51.04,0.85,0
716,5534,長虹,9197553,-2.94,2619876,18429238,14.68,2903260,34079058,7.72,0.53,41.78,9.02,0
717,5538,東明-KY,9171338,4.14,494824,4177111,12.26,1680000,8855428,6.06,2.03,46.98,2.94,0
718,5546,永固-KY,5373642,,731809,3316504,,800250,7104238,,,,10.05,0
719,5607,遠雄港,1907389,-16.11,588084,6952844,8.64,2299791,14999367,4.07,0.32,51.03,2.01,0
720,5608,四維航,2670823,-29.8,-1007168,3491372,-27.71,2792671,21627846,-4.58,0.27,80.3,-3.27,0
721,5706,鳳凰,489508,-83.47,13477,1123821,1.23,671174,2338162,0.6,2.12,53.71,0.15,0
722,5871,中租-KY,59477759,0.58,17538421,99978870,18.04,15313280,593323834,3.06,0.21,85.13,12.2,1
723,5906,台南-KY,1783704,-6.67,81142,414434,20.79,300000,1190391,7.15,2.48,72.36,2.35,0
724,5907,大洋-KY,4790864,-27.39,-122122,8511444,-1.47,1955310,24340997,-0.51,0.44,66.04,-0.62,0
725,6108,競國,8308167,4.99,-83160,3457908,-2.4,1598993,9723879,-0.85,1.44,60.69,-0.52,0
726,6112,聚碩,13512521,9.8,576099,4546346,12.81,1883573,8147415,7.12,2.76,41.48,2.91,0
727,6115,鎰勝,6174144,-5.89,481262,4746848,10.36,1876622,8263284,5.89,1.43,39.42,2.58,0
728,6116,彩晶,19553306,19.69,3835096,44527257,8.99,30271869,52023356,7.57,0.59,14.51,1.25,0
729,6117,迎廣,2202994,6.51,-91303,1162267,-7.72,886500,3080899,-2.86,1.26,54.82,-0.86,0
730,6120,達運,14290244,-9.85,-1240799,9928245,-12.47,6655551,19741580,-6.37,1.39,44.46,-1.86,0
731,6128,上福,4239384,-32.7,148632,3165435,4.72,1275887,6523457,2.31,1.59,50.45,1.16,0
732,6133,金橋,947499,-17.63,1919,1385776,0.14,1170064,2119045,0.09,1.09,21.58,0.02,0
733,6136,富爾特,652952,-23.42,56309,2653280,2.18,1155364,2780734,2.09,0.54,4.5,0.48,0
734,6139,亞翔,13916562,-16.17,209927,11236501,1.87,2255409,28262080,0.73,1,58.62,1.52,0
735,6141,柏承,3267428,7.14,345825,2629064,14.54,1289145,5049016,7.43,1.34,47.85,2.67,0
736,6142,友勁,3291260,-3,-434942,1968876,-21.81,2296792,4673657,-9.06,1.26,51.52,-1.89,0
737,6152,百一,3054963,-32.91,24056,1398879,1.76,1677385,3458316,0.73,2.06,62.43,0.13,0
738,6153,嘉聯益,16037113,-5.82,657018,15743806,4.24,5561777,32277650,2.05,1.02,51.8,1.18,0
739,6155,鈞寶,606740,-6.64,34073,1415434,2.44,868427,2551071,1.38,0.52,33.43,0.39,0
740,6164,華興,760612,-16.33,-16680,1118128,-1.52,1000002,1711337,-0.98,0.86,38.8,-0.17,0
741,6165,浪凡,845362,38067.95,62392,543779,11.71,532424,1206185,5.35,0.01,5.24,1.16,0
742,6166,凌華,9635678,-8.18,241648,4516046,5.38,2174973,8742427,2.82,2.17,44.4,1.12,0
743,6168,宏齊,2507351,15.36,143646,3017807,4.9,2060698,4054588,3.74,1.04,25.66,0.7,0
744,6172,互億,518477,-4.73,12095,324817,3.81,300000,820065,1.48,1.42,52.81,0.4,0
745,6176,瑞儀,56093201,-0.05,5227665,29362822,18.33,4650273,55851948,9.3,1.95,45.73,11.24,0
746,6177,達麗,2103343,-68.26,149496,5598038,2.82,3803045,31829965,0.48,0.59,79.64,0.5,0
747,6183,關貿,1899439,10.08,337210,2234627,15.25,1500000,3179233,10.44,1.03,23.97,2.25,0
748,6184,大豐電,2005196,-0.09,501248,4262719,11.9,1582306,7498838,6.74,0.44,47.43,3.38,0
749,6189,豐藝,26710813,16.97,604676,4263736,14.37,1791260,12044400,5.07,3.79,59.71,2.99,0
750,6191,精成科,22816306,4.44,1665915,15670455,11.18,5155469,31554142,5.38,1.25,51.19,3.42,0
751,6192,巨路,5934549,-5.09,744132,5221825,14.55,1068398,8025968,9.53,1.46,38.21,6.96,0
752,6196,帆宣,25119857,3.88,875502,6366383,14.05,1872192,20261423,4.35,2.17,70.29,4.88,0
753,6197,佳必琪,3582522,-2.2,270395,3075074,8.97,1220859,4750068,5.76,1.45,27.26,2.13,0
754,6201,亞弘電,3511749,8.55,298681,2505777,12.16,892000,3670253,8.33,1.77,24.71,3.35,0
755,6202,盛群,5614539,22.48,1048117,4482403,24.87,2261682,6187324,17.96,1.5,24.08,4.56,0
756,6205,詮欣,1334922,13.43,142062,1822664,7.9,718391,2698827,5.7,0.94,21.89,2.01,0
757,6206,飛捷,4432961,-16.84,597928,4609035,13.13,1430623,5592068,10.71,1.64,18.29,4.12,0
758,6209,今國光,2979162,-12.27,-216792,2992939,-7.18,1631469,4591514,-4.76,1.33,26.57,-1.33,0
759,6213,聯茂,25421687,6.81,2665565,13393654,20.65,3329572,25684378,10.32,1.82,61.99,8.19,0
760,6214,精誠,23735090,7.64,1675722,13649447,12.42,2693933,22029235,7.79,1.83,37.54,6.72,0
761,6215,和椿,1603098,3.94,78965,1123926,7.19,827897,1983800,4.04,1.27,44.41,0.96,0
762,6216,居易,841245,-8.69,108723,1505916,7.29,864909,1669131,6.28,0.89,11.04,1.27,0
763,6224,聚鼎,1767267,6.75,400635,2249886,18.39,800018,3449006,12.27,0.99,27.24,5.01,0
764,6225,天瀚,23202,88.2,-6760,16288,-40.3,1270767,23980,-27.52,1.07,52.23,-0.05,0
765,6226,光鼎,809208,-20.91,-52067,1272794,-4.08,1149518,2600689,-2.01,0.81,38.13,-0.39,0
766,6230,尼得科超眾,9123421,6.26,782398,4412745,18.39,863434,8711488,9.3,2.07,44.14,9.06,0
767,6235,華孚,1997427,-9.05,649834,2377601,27.81,1694394,4459852,15.55,0.93,55.38,3.85,0
768,6239,力成,76180649,14.51,8178977,58404639,14.25,7791466,108746240,7.53,1.08,48.76,8.6,0
769,6243,迅杰,636513,13.68,-61358,440353,-13.48,749767,872973,-7.03,1.07,42.13,-0.82,0
770,6251,定穎,12624101,-7.93,679065,5131266,13.34,2775141,13185306,5.13,1.73,71.08,2.58,0
771,6257,矽格,12428549,23.71,1926589,14946170,13.32,4316114,29813911,6.68,0.73,45.37,4.22,0
772,6269,台郡,29897996,14.85,2934043,25557489,11.93,3617798,42767373,7.25,1.31,36.36,8.63,0
773,6271,同欣電,10178002,37,1450675,21209533,6.91,1787083,25437173,5.71,1.04,18.08,7.88,0
774,6277,宏正,4823613,-4.23,1501978,4850941,31.45,1194711,7492315,20.08,1.35,34.94,12.55,0
775,6278,台表科,41405758,9.23,2188249,13495354,16.53,2923984,38029686,6.05,2,61.58,7.5,0
776,6281,全國電,19476255,11.13,581932,2615051,22.58,991729,8215344,7.07,4.11,67.94,5.87,0
777,6282,康舒,20983757,1.94,1397900,10643594,13.06,5166213,26975898,5.37,1.63,55.92,2.54,0
778,6283,淳安,1675786,36.4,-85483,2359669,-3.6,1479998,3573907,-2.43,0.8,15.51,-0.25,0
779,6285,啟碁,62648731,0.66,1466920,16785589,8.86,3976243,37938976,3.86,3.1,53.06,3.76,1
780,6288,聯嘉,3776717,-12.21,143588,2499713,5.86,1826396,5313006,2.79,1.57,52.52,0.85,0
781,6289,華上,77932,-31.82,-73234,2849,-1035.99,1047781,200120,-33.65,0.61,94.88,-0.79,0
782,6405,悅城,441734,-26.04,87165,1896050,4.56,658000,2159721,4.01,0.41,26.71,1.32,0
783,6409,旭隼,13652564,5.54,2197144,5338568,43.26,874354,11921210,17.74,2.16,52.81,25.31,0
784,6412,群電,34863027,1.31,2127220,9530631,23.16,3887510,25171091,8.71,2.63,61.8,5.52,0
785,6414,樺漢,84091485,3.17,3155383,30501350,10.57,932720,93162581,3.45,1.59,68.63,12.13,0
786,6415,矽力-KY,13876445,29.3,3241795,18350604,18.31,929014,19867286,16.9,1.14,8.62,35.72,0
787,6416,瑞祺電通,5465855,23.33,416837,3246761,13.03,730678,4865403,8.51,1.87,34.07,5.29,0
788,6426,統新,710777,,137872,1375952,,385090,1537534,,,,3.58,0
789,6431,光麗-KY,152753,-62.76,-62874,313809,-20.12,472470,377989,-16.72,0,36.64,-1.38,0
790,6438,迅得,3395005,,379262,2143910,,603156,4749637,,,,6.35,0
791,6442,光聖,2413548,-0.29,-38051,1709033,-2.22,693000,2906024,-1.31,1.4,34.6,-0.57,0
792,6443,元晶,4623829,4.07,-284866,4778334,-7.35,4457967,9418445,-3.41,0.97,58.86,-0.74,0
793,6449,鈺邦,2384625,19.06,261615,2179338,12.39,845248,4036597,6.61,0.96,46.23,3.1,0
794,6451,訊芯-KY,4849689,-15.58,719556,6238225,11.99,1072558,14683881,5.36,0.91,50.49,6.88,0
795,6456,GIS-KY,127104736,6.16,3730920,28884164,13.38,3394398,92212366,4.21,2.65,65.99,11.04,0
796,6464,台數科,4328920,40.26,1067431,7098694,15.31,1246986,20217377,5.28,0.37,67.07,8.54,0
797,6477,安集,2085142,33.19,263449,2395975,11.27,1074490,5310690,4.99,0.64,57.85,2.65,0
798,6491,晶碩,3978413,18.58,715359,4595715,16.06,700000,6416031,11.62,0.94,23.65,10.22,0
799,6504,南六,9371410,43.14,1453723,4268251,36.11,726000,10878981,13.43,1.22,67.44,20.02,0
800,6505,台塑化,415281764,-35.72,7372455,312627068,2.47,95259597,380923116,2.02,2.86,16.09,0.78,1
801,6515,穎崴,2909821,,530965,1771570,,305710,2406078,,,,17.42,0
802,6525,捷敏-KY,3750121,8.29,684661,3849356,18.23,1290474,5151270,13.74,1.28,23.3,5.31,0
803,6531,愛普,3549497,2.72,820983,3102970,28.96,742848,3983400,21.98,1.82,31,11,0
804,6533,晶心科,581012,17.41,35142,1195389,3.1,426509,1402903,2.64,0.62,15.51,0.82,0
805,6541,泰福-KY,300,999999.99,-2104236,2620715,-104.15,3116067,4372725,-66.07,0,15.17,-7.84,0
806,6552,易華電,2646853,-12.27,148328,2266991,6.87,830000,4257290,3.54,1.5,40.69,1.57,0
807,6558,興能高,1792597,-10.67,62389,1392016,4.57,868813,2561099,2.48,1.56,43.43,0.72,0
808,6573,虹揚-KY,1615250,-9,-237460,1363728,-17.04,804993,3027920,-7.75,0.94,57.18,-2.54,0
809,6579,研揚,5898185,-4.07,464171,8372453,5.6,1484985,9577118,4.89,1.11,14.07,3.58,0
810,6581,鋼聯,1622229,-1.72,407534,3557375,11.85,1112709,5043033,8.36,0.66,24.23,3.66,0
811,6582,申豐,5268419,61.05,1777831,4844030,40.17,1061241,5964918,33.06,1.42,13.77,16.85,0
812,6591,動力-KY,1578165,33.19,163871,1372810,13.03,320695,2381625,6.99,1.18,41.96,5.66,0
813,6592,和潤企業,14665572,6.88,2792480,23662850,12.03,5150004,159009244,1.8,0.14,83.43,5.01,0
814,6598,ABC-KY,299015,,-103496,1086995,,816390,1227221,,,,-1.33,0
815,6605,帝寶,14260153,-9.06,551800,13754028,4.05,1658164,30449444,1.78,0.83,58.76,3.56,0
816,6625,必應,795225,-34.96,-131861,646790,-22.98,448734,1102635,-13.05,1.8,46.21,-3.3,0
817,6641,基士德-KY,1846674,-7.3,215511,1289653,17.5,340000,2014103,11.44,1.9,33.54,6.52,0
818,6655,科定,2088346,-18.91,294938,2358346,12.83,739685,5472527,5.46,0.77,56.22,4.09,0
819,6666,羅麗芬-KY,844885,-41.56,103916,1643078,6.53,473880,2079050,5.22,1.16,15.82,2.2,0
820,6668,中揚光,1689699,20.94,123054,2008047,6.25,683399,3577273,3.57,0.71,48.3,1.85,0
821,6669,緯穎,186927647,14.27,8609657,24513923,37.11,1748408,54724165,15,6.32,58.01,49.25,1
822,6670,復盛應用,14229734,-17.03,1212881,6990672,18.28,1310300,14474231,9.35,2.63,43.8,8.62,0
823,6671,三能-KY,1913403,1.3,220416,1680841,13.46,607500,2275946,9.95,1.5,26.48,3.66,0
824,6672,騰輝電子-KY,4830183,,373253,2453585,,714543,4460252,,,,5.28,0
825,6674,鋐寶科技,2704414,-4.51,46723,1659156,2.83,669674,2746159,1.69,1.79,35.24,0.7,0
826,6698,旭暉應材,620635,-27.34,27586,1698673,1.65,663898,2295555,1.22,0.97,19.4,0.07,0
827,6706,惠特,3159682,-15.09,342846,2445174,14.63,671779,4961630,7.64,1.63,42.83,5.12,0
828,6715,嘉基,2404160,7.09,279530,1791185,15.98,570000,2821274,10.28,2.03,30.75,4.77,0
829,6743,安普新,4998255,,495059,3215384,,1220000,7059007,,,,4.4,0
830,6754,匯僑設計,3117134,,213206,1958734,,660000,3873112,,,,3.43,0
