,公司代號,公司名稱,營業收入,營收成長率,本期淨利（淨損）,淨值,股東權益報酬率,股本,資產總額,資產報酬率,總資產週轉率,負債比率,基本每股盈餘（元）,Top_100
0,N_name,Name,Revenue,SV,Income,Networth,Return_Eq,Stock,Total_assete,Reture_A,Turnover,Liab_ratio,EPS,Top_100
22,1201,味全,18650871,-7.77,536142,6855788,7.99,5060629,18031521,2.93,1.83,63.64,1.06,0
23,1203,味王,6043700,-6.17,693921,6312382,11.16,2400000,9331602,7.45,1.17,34.05,1.81,0
24,1210,大成,81650892,3.14,4072346,27886752,15.04,8273391,51693036,7.89,2.84,48.57,3.99,0
25,1213,大飲,409612,-5.94,-27252,536146,-5,566226,1255281,-2.14,0.62,55.5,-0.48,0
26,1215,卜蜂,22189635,4.8,1639876,8733486,19.22,2679910,19546349,8.47,2,53.74,6.18,0
27,1216,統一,447319979,-0.08,30800665,180598593,17.3,56820154,495338492,6.24,1.67,63.56,3.79,0
28,1217,愛之味,4614486,3.3,249394,6858474,3.68,4945134,13340859,1.86,0.62,50.07,0.47,0
29,1218,泰山,8356125,4.27,851541,7031602,12.25,4999990,9240265,9.28,1.51,28.43,1.75,0
30,1219,福壽,12324165,0.67,565233,4443414,12.91,3220139,8550063,6.6,2.39,55.7,1.91,0
31,1220,台榮,2775071,-6.85,189740,2548594,7.53,1770779,3101296,6.27,1.65,21.31,1.02,0
32,1225,福懋油,10213493,-4.07,417787,3733141,11.45,2187030,7693394,5.52,2.32,52.87,1.72,0
33,1227,佳格,34466244,10.23,3255830,18015627,18.55,9150897,27823862,12.26,2.15,33.5,3.54,0
34,1229,聯華,9544161,15.64,3499454,44450094,8.23,12814983,55988518,6.53,0.31,19.15,2.43,0
35,1231,聯華食,8817321,2.66,685698,4065573,17.42,1833252,8822575,7.81,2,51.06,3.74,0
36,1232,大統益,17440979,1.7,1322623,4641004,29.9,1599749,6348688,21.94,5.25,28.86,8.08,0
37,1233,天仁,1906194,-15.07,57383,1504274,3.89,905919,2433516,2.37,1.59,35.07,0.63,0
38,1234,黑松,9204945,0.65,890163,18068635,4.95,4018711,22211391,3.96,0.69,21.03,2.22,0
39,1235,興泰,78579,27.28,65636,2997328,2.39,1043978,4167382,1.64,0.02,38.58,0.65,0
40,1236,宏亞,1637280,-12.16,180,1607981,0.01,1083425,2764972,0.01,1.2,38.43,0,0
41,1256,鮮活果汁-KY,3479683,-1.15,776806,2670735,30.36,338422,3557450,21.83,1.99,34.59,22.99,0
42,1301,台塑,185813405,-10.6,20036199,332536140,6.41,63657408,479280423,4.35,0.74,29.76,3.15,1
43,1303,南亞,273353806,-4.52,26888091,356586478,7.86,79308216,584712347,4.74,0.9,35.9,3.24,1
44,1304,台聚,50201273,-9.81,5682637,48723643,12.22,11887635,77324516,7.56,1.36,45.15,2.25,0
45,1305,華夏,13733148,-9.17,1791710,10303758,18.37,5533814,13893625,13.35,2.15,29.35,2.95,0
46,1307,三芳,8441756,-17.81,218012,7873126,2.77,3978181,15340889,1.42,1.18,45.4,0.55,0
47,1308,亞聚,5703546,-16.01,1103587,12109545,9.65,5821018,16883503,6.75,0.7,39.55,1.9,0
48,1309,台達化,15498381,-12.29,1919818,6355806,32.71,3442310,9245870,21.54,3.82,46.28,5.58,0
49,1310,台苯,8113225,-33.61,289723,7463726,4.16,5278698,9012370,3.49,2.31,22.3,0.55,0
50,1312,國喬,16575784,-19.12,4320555,31120337,14.51,9266203,36322368,12.53,1.15,13.51,4.52,0
51,1313,聯成,51866839,-17.29,2134320,24954701,9.01,13323476,44200637,4.86,2.4,54.44,1.62,0
52,1314,中石化,17583092,-40.64,674660,70868031,0.96,32848502,104909990,0.65,0.58,30.35,0.21,0
53,1315,達新,2233540,-8.46,5430211,12204094,44.67,1386000,13066420,40.81,0.44,15.44,31.97,0
54,1316,上曜,1236441,51.72,65067,2609608,-3.96,1846776,7095303,-1.47,0.17,64.56,0.2,0
55,1319,東陽,17322986,-19.87,742587,22359392,3.34,5914771,35553199,2.09,1.01,38.72,1.39,0
56,1321,大洋,4980018,6.33,715152,6604117,5.93,2272283,12175162,3.14,0.71,53.98,3.24,0
57,1323,永裕,3406532,-6.51,353094,2581337,14.06,912745,5473347,6.51,1.25,53.79,3.2,0
58,1324,地球,1055758,-7.09,16364,972295,1.69,751219,1242489,1.35,1.61,20.43,0.22,0
59,1325,恆大,4056858,424.97,2014576,3829882,56.4,852812,4635081,46.27,0.73,5.91,23.16,0
60,1326,台化,253294668,-21.91,21553709,395452529,5.81,58611863,531820428,4.23,1.03,25.66,3.34,1
61,1337,再生-KY,1008157,-20.04,-1312802,5794990,-21.2,2689547,6532866,-19.12,0.29,7.78,-4.88,0
62,1338,廣華-KY,6166478,-16.99,287319,6565723,4.49,838400,10354080,2.89,1.28,34.02,3.51,0
63,1339,昭輝,2120901,-20.57,119613,3585661,3.36,741389,5298401,2.25,0.84,32.73,1.59,0
64,1340,勝悅-KY,656406,-43.38,-389742,5421970,-7.11,1529229,5565765,-6.89,0,4.34,-2.55,0
65,1341,富林-KY,2664416,-11.8,310881,1216621,26.45,494000,2121080,14.83,2.45,42.95,6.29,0
66,1342,八貫,1531351,,196227,1458936,,678453,1975262,,,,3.15,0
67,1402,遠東新,206769281,-17.23,12980539,269424640,4.86,53528751,616955270,2.12,0.78,52.9,1.62,0
68,1410,南染,416256,4.56,62551,1138609,5.55,630000,1387560,4.56,0.49,16.9,0.95,0
69,1413,宏洲,1558963,-46.88,-162038,1040486,-15.4,1321124,2737080,-5.98,2.1,56.4,-1.23,0
70,1414,東和,702471,-11.14,58588,3119690,1.89,2200000,4416425,1.32,0.31,32.28,0.27,0
71,1416,廣豐,20370,-21.26,-343732,3617737,-8.11,1853422,7210490,-4.19,0.06,45.3,-1.85,0
72,1417,嘉裕,1035869,-24.7,-353043,2558563,-10.44,1899419,3147085,-8.5,0.57,28.48,-1.86,0
73,1418,東華,100142,-52.66,-228235,407391,-53.42,568343,2232986,-10.24,0.16,74.13,-4.2,0
74,1419,新紡,2149213,3.22,364492,9087368,4.18,3000413,13579128,2.77,0.27,32.35,1.22,0
75,1423,利華,202723,-55.45,354023,3003190,13.48,1384000,3335725,12.2,0.33,8.56,2.56,0
76,1432,大魯閣,1154819,-2.02,15844,796172,1.67,750000,4804207,0.32,0.35,80.6,0,0
77,1434,福懋,28783492,-21.46,2095306,61483588,3.65,16846646,79462058,2.78,0.85,20.48,1.25,0
78,1435,中福,15053,-29.05,-21435,830205,-2.55,1397801,1007903,-2.11,0.03,15.73,-0.17,0
79,1436,華友聯,1631881,-21.35,179648,2706849,6.61,956340,11672964,1.57,0.28,71.9,1.88,0
80,1437,勤益控,605384,-2.49,356977,6397640,5.64,2033713,11237184,3.18,0.09,40.95,1.76,0
81,1438,三地開發,98432,894718.18,45919,560237,8.17,1024115,1866081,3.29,0,11.92,0.45,0
82,1439,中和,113119,-34.62,-243523,2230790,-10.76,920000,2405928,-10.33,0.11,0.69,-2.65,0
83,1440,南紡,17628221,-23.19,971261,25277681,3.9,16568159,46874462,2.09,0.9,44.69,0.57,0
84,1441,大東,1509851,4.2,-292272,964789,-29.53,1008000,2388768,-11.72,0.87,56.8,-2.46,0
85,1442,名軒,2231333,221.22,76808,5514196,1.46,3662113,12921260,0.6,0.1,57.5,0.25,0
86,1443,立益,569401,-19.19,-58737,788945,-6.02,1353430,5690226,-0.84,0.23,84.63,-0.29,0
87,1444,力麗,8373609,-30.27,-424828,11476477,-3.75,9573029,17398746,-2.5,1.13,37.33,-0.38,0
88,1445,大宇,917470,-33.06,-57906,1592896,-3.63,1306660,1970847,-2.94,1.18,17.41,-0.44,0
89,1446,宏和,490557,-11.61,-7438,1538654,-0.49,1377095,4085885,-0.18,0.22,63.4,-0.05,0
90,1447,力鵬,13559461,-7,-414333,10429215,-4.05,9144872,17844807,-2.29,1.4,44.17,-0.48,0
91,1449,佳和,1929151,-22.71,-127030,1084525,-12.31,878125,6364291,-2.06,0.65,88.94,-1.46,0
92,1451,年興,7019373,-18.07,-423066,7269509,-5.86,1980000,9045576,-4.68,1.6,22.96,-2.14,0
93,1452,宏益,1271905,-33.69,97497,2514111,3.95,1326414,2749971,3.66,1.27,7.6,0.74,0
94,1453,大將,219411,390.2,15301,1293259,1.18,1006151,1355776,1.15,0.03,2.93,0.15,0
95,1454,台富,1204928,-36.73,-38295,1527087,-2.56,1298338,1992198,-2.01,1.65,25.45,-0.31,0
96,1455,集盛,7675607,-35.18,-40115,6525869,-0.62,5500014,8926635,-0.45,2.07,25.15,-0.07,0
97,1456,怡華,716457,-32.89,68064,1288189,5.5,937200,6711723,1.01,0.32,76.13,0.73,0
98,1457,宜進,2707215,-41.94,556686,7763198,8.19,3016476,17780814,3.67,0.45,59.33,2.89,0
99,1459,聯發,1783734,-42.87,-183707,2931160,-6.42,3586289,5993026,-3.04,0.91,49.64,-0.58,0
100,1460,宏遠,7343877,-17.27,-936989,3806320,-23.03,5098341,13565096,-6.89,1.12,64.19,-1.94,0
101,1463,強盛,441609,-20.78,61102,2247837,2.73,1732684,2634240,2.35,0.39,9.78,0.33,0
102,1464,得力,8594659,-21.68,-206633,5454783,-3.75,3845657,17847430,-1.17,1,66.63,-0.54,0
103,1465,偉全,425282,-52.24,-25072,1711413,-1.46,1036073,1917878,-1.3,0.51,16.62,-0.24,0
104,1466,聚隆,2635433,-19.5,40489,1579597,2.59,1111573,3420333,1.2,1.68,54.67,0.38,0
105,1467,南緯,8598587,23.78,164775,3332000,5.08,2336247,8112920,1.97,1.75,63.22,0.72,0
106,1468,昶和,961757,-4.75,45183,1257998,3.56,1604053,2867261,1.62,0.7,54.3,0.26,0
107,1470,大統新創,630757,-22.91,35414,966140,3.71,857670,1173413,3.12,1.23,16.35,0.41,0
108,1471,首利,1085366,16.68,396093,1043367,39.45,1504145,1595001,22.49,1.28,48.75,2.63,0
109,1472,三洋紡,329104,-27.43,-425124,260628,-196.35,860528,1794920,-29.05,0.5,68.36,-8.66,0
110,1473,台南,5970540,-22.09,-355198,3279999,-10.45,1471535,5038874,-6.7,2.36,34.55,-2.45,0
111,1474,弘裕,2858477,-17.2,100880,1995694,5.12,1298970,3862094,2.63,1.63,47.54,0.83,0
112,1475,業旺,168113,197.43,3910,350092,1.08,560168,435455,0.9,1.59,67.14,0.24,0
113,1476,儒鴻,28175401,0.18,4254534,19167984,23.13,2743671,26446425,16.67,2.13,22.28,15.51,0
114,1477,聚陽,24924170,-7.85,2078913,10164164,21.09,2198566,18635811,11.72,3.26,37.66,9.35,0
