Company_Code,Company_Name,Revenue,Revenue_Growth_Rate,Net_Income_Loss,Net_Worth,Return_on_Equity,Stock,Total_Assets,Return_on_Assets,Asset_Turnover_Ratio,Debt_Ratio,EPS,Top_100
2516,新建,6303705.0,13.87,704543.0,1723117.0,39.9,2262785.0,5929825.0,11.77,1.55,67.96,3.11,0.00 
2520,冠德,27345405.0,77.29,3905137.0,17365557.0,24.16,5037910.0,57377041.0,6.71,0.44,74.18,6.8,0.00 
2524,京城,8667849.0,44.7,1684892.0,14662215.0,11.67,3711931.0,32379214.0,5.23,0.27,62.78,4.48,0.00 
2527,宏璟,3471930.0,46.03,373736.0,8303902.0,4.83,2703060.0,17057882.0,2.23,0.65,52.86,1.49,0.00 
2528,皇普,1174984.0,86232.4,210459.0,3742191.0,6.46,3299974.0,12289613.0,1.75,0.0,66.44,0.73,0.00 
2530,華建,87377.0,759.16,95668.0,6400558.0,1.98,5207525.0,8630866.0,1.37,0.0,34.53,0.32,0.00 
2534,宏盛,2771905.0,53.13,610066.0,13023505.0,4.74,4742280.0,33823686.0,1.8,0.2,53.12,1.12,0.00 
2535,達欣工,15108083.0,40.49,1121231.0,8363767.0,13.69,3339707.0,19785874.0,5.79,1.09,56.95,3.74,0.00 
2536,宏普,3977450.0,37.82,612668.0,12176754.0,5.05,3328087.0,23585966.0,2.65,0.26,39.6,1.84,0.00 
2537,聯上發,1476336.0,87.19,176390.0,4032863.0,4.35,3005579.0,12242157.0,1.5,0.18,56.34,0.59,0.00 
2538,基泰,506739.0,191.52,125610.0,6684526.0,1.87,4384488.0,20817742.0,0.61,0.02,64.73,0.32,0.00 
2539,櫻花建,4616492.0,37.88,822140.0,7767161.0,10.95,5589173.0,18142845.0,4.57,0.72,47.02,1.48,0.00 
2540,愛山林,4778150.0,116.04,906148.0,5270479.0,17.79,1466000.0,15800823.0,5.84,0.3,65.67,6.18,0.00 
2542,興富發,24463018.0,2.79,2823254.0,35800518.0,7.97,12902969.0,180807358.0,1.62,0.28,76.7,2.11,0.00 
2543,皇昌,6406216.0,12.45,51668.0,2171706.0,2.39,2419837.0,8093466.0,0.65,1.28,72.07,0.15,0.00 
2545,皇翔,6456420.0,102.23,1746646.0,11424761.0,15.61,3277348.0,41530427.0,4.25,0.13,74.97,5.33,0.00 
2546,根基,14130629.0,23.29,626444.0,3069278.0,20.84,1060357.0,9433656.0,6.68,2.4,66.88,5.91,0.00 
2547,日勝生,6772332.0,7.51,667285.0,12237575.0,5.54,9000946.0,56793796.0,1.18,0.2,78.09,0.69,0.00 
2548,華固,11338494.0,42.79,2772769.0,17527537.0,16.08,2768127.0,36197744.0,7.75,0.99,53.49,10.05,0.00 
2597,潤弘,14468066.0,24.19,1089458.0,5705094.0,20.3,1350000.0,12048273.0,9.24,1.86,52.56,7.48,0.00 
2601,益航,6441828.0,20.26,321142.0,12111345.0,2.68,6867627.0,36403562.0,0.91,0.37,65.35,0.42,0.00 
2603,長榮,207077912.0,9.0,28767310.0,101494293.0,30.85,48980353.0,334220840.0,8.74,1.08,76.0,5.06,0.00 
2605,新興,3985650.0,3.96,255092.0,15638425.0,1.93,5853533.0,21145563.0,1.42,0.3,28.32,0.24,0.00 
2606,裕民,8507364.0,15.41,878425.0,23175494.0,3.81,8450557.0,60642487.0,1.46,0.27,56.88,1.04,0.00 
2607,榮運,6966387.0,9.89,682563.0,23349617.0,2.98,10671411.0,35071774.0,1.98,0.39,34.81,0.64,0.00 
2608,嘉里大榮,12344210.0,4.12,1570394.0,10822703.0,14.78,4670005.0,21668904.0,7.32,0.96,53.47,3.21,0.00 
2609,陽明,151276683.0,1.76,12186788.0,36334852.0,43.22,31676622.0,194975985.0,6.27,1.36,91.06,4.51,1.00 
2610,華航,115250550.0,31.42,279814.0,60711573.0,0.47,54209846.0,284194084.0,0.1,1.0,79.48,0.03,1.00 
2611,志信,605824.0,32.61,60982.0,2723969.0,2.39,1729942.0,4527959.0,1.39,0.33,42.5,0.1,0.00 
2612,中航,3131115.0,16.7,329039.0,9749934.0,3.37,1974846.0,19483837.0,1.68,0.33,50.22,1.67,0.00 
2613,中櫃,2830493.0,1.68,30773.0,3075903.0,1.01,1484235.0,11171202.0,0.27,0.43,73.86,0.23,0.00 
2614,東森,4728014.0,44.31,493106.0,6745523.0,7.39,5567899.0,16223474.0,3.08,0.0,56.73,0.94,0.00 
2615,萬海,81880182.0,12.77,11357488.0,44172342.0,27.92,22182975.0,108597618.0,11.25,1.48,58.51,5.1,1.00 
2616,山隆,15955500.0,11.43,379889.0,5275744.0,7.44,1372818.0,10042999.0,3.89,3.5,52.99,2.73,0.00 
2617,台航,2491088.0,20.0,518147.0,10783235.0,4.97,4172945.0,16725364.0,3.14,0.36,32.24,1.24,0.00 
2618,長榮航,89048776.0,50.88,3276719.0,76659529.0,4.33,48535695.0,329567255.0,0.99,0.87,78.07,0.69,1.00 
2630,亞航,3895091.0,0.47,42388.0,1636391.0,2.6,1311710.0,4385347.0,0.93,1.47,64.72,0.32,0.00 
2633,台灣高鐵,39137205.0,17.62,5843037.0,70086656.0,8.49,56282930.0,427566970.0,1.37,0.19,83.96,1.04,0.00 
2634,漢翔,21042937.0,26.27,395858.0,13964272.0,2.85,9418671.0,44024300.0,0.89,1.07,68.05,0.42,0.00 
2636,台驊投控,15160243.0,34.18,570727.0,3302990.0,18.97,1257683.0,7714362.0,7.9,3.25,57.8,4.72,0.00 
2637,慧洋-KY,11939433.0,13.69,111414.0,26496236.0,0.41,7464092.0,82411595.0,0.13,0.27,66.28,0.15,0.00 
2642,宅配通,3983309.0,7.29,209015.0,1984272.0,10.54,954670.0,3840407.0,5.48,1.79,51.69,2.19,0.00 
2701,萬企,264691.0,24.06,174120.0,7532290.0,2.34,4499678.0,8780124.0,1.99,0.07,13.83,0.39,0.00 
2702,華園,741703.0,51.02,270309.0,961951.0,25.93,1104856.0,7032760.0,3.75,0.34,83.14,2.45,0.00 
2704,國賓,2008699.0,31.11,3255.0,11179079.0,0.03,3669234.0,13296294.0,0.03,0.42,12.29,0.01,0.00 
2705,六福,1490520.0,28.86,374392.0,1248372.0,30.09,1865366.0,11518462.0,3.3,0.32,86.52,2.01,0.00 
2706,第一店,264866.0,23.61,160741.0,9027059.0,1.8,4999984.0,10492529.0,1.53,0.06,13.49,0.32,0.00 
2707,晶華,5422910.0,17.02,732868.0,3650028.0,20.66,1274020.0,10954349.0,6.77,0.99,68.6,5.18,0.00 
2712,遠雄來,573115.0,34.77,97370.0,1281367.0,7.65,1050000.0,1501862.0,6.57,0.52,20.59,0.93,0.00 
2722,夏都,736669.0,2.18,85030.0,1972824.0,4.38,1115229.0,2570800.0,3.32,0.53,27.07,0.79,0.00 
2723,美食-KY,19679455.0,15.23,998224.0,10671014.0,9.56,1800000.0,22177263.0,4.49,1.8,54.82,5.64,0.00 
2727,王品,15233747.0,6.29,255926.0,4097512.0,6.31,769879.0,13286194.0,2.0,2.25,65.99,4.61,0.00 
2731,雄獅,6545177.0,78.3,415013.0,1714847.0,23.98,700000.0,6035251.0,6.45,5.9,74.25,5.9,0.00 
2739,寒舍,2806550.0,37.36,351467.0,1504949.0,23.12,1115260.0,14661296.0,2.42,0.5,87.96,3.15,0.00 
2748,雲品,1833643.0,22.98,108891.0,1320124.0,8.49,754826.0,4243026.0,2.57,0.93,70.93,1.44,0.00 
2841,台開,334804.0,14.61,1829001.0,17965226.0,9.98,7609436.0,36156140.0,5.0,0.02,47.46,2.41,0.00 
2901,欣欣,108989.0,20.82,14087.0,860592.0,1.64,730433.0,988692.0,1.43,0.24,12.08,0.19,0.00 
2903,遠百,37287949.0,1.68,2544897.0,39788288.0,6.5,14169406.0,128423769.0,2.02,0.5,70.19,1.38,0.00 
2904,匯僑,540837.0,7.05,159718.0,1038438.0,15.68,690344.0,1638028.0,9.86,0.62,29.58,2.31,0.00 
2906,高林,6607185.0,8.88,209254.0,5391093.0,3.95,2091111.0,9153615.0,2.29,1.05,30.92,0.15,0.00 
2908,特力,41790703.0,9.83,806869.0,6783981.0,12.02,5098875.0,37661698.0,2.15,1.87,81.96,1.6,0.00 
2910,統領,554440.0,14.72,114159.0,2363033.0,4.89,2087250.0,6259675.0,1.83,0.17,62.29,0.65,0.00 
2911,麗嬰房,4025561.0,20.2,317238.0,2184059.0,14.49,1846778.0,4860348.0,6.42,1.51,53.18,1.72,0.00 
2912,統一超,258494907.0,1.0,11340258.0,44977699.0,25.8,10396223.0,209493934.0,5.52,2.36,76.82,9.85,1.00 
2913,農林,311765.0,4.27,17351.0,15792190.0,0.11,7900000.0,25098488.0,0.07,0.02,35.91,0.02,0.00 
2915,潤泰全,2736394.0,21.51,8091349.0,115606494.0,7.6,5648606.0,153672049.0,5.59,0.05,28.91,14.85,0.00 
2923,鼎固-KY,13419916.0,133.91,1177355.0,54151689.0,2.23,17402970.0,116503422.0,0.99,0.08,55.64,0.68,0.00 
2929,淘帝-KY,2808383.0,61.37,2221499.0,3489770.0,57.56,1094938.0,5801578.0,37.67,1.5,29.82,20.31,0.00 
2936,客思達-KY,10314597.0,12.16,246332.0,2644393.0,9.37,765557.0,5392630.0,4.51,3.14,57.94,3.24,0.00 
2939,凱羿-KY,1837782.0,18.25,3114.0,1058501.0,0.3,455487.0,1417328.0,0.21,2.23,19.91,0.2,0.00 
3002,歐格,818717.0,19.66,51031.0,1377021.0,3.72,1020000.0,1898011.0,2.69,0.61,26.7,0.57,0.00 
3003,健和興,3382931.0,3.45,366958.0,4871184.0,7.65,1556549.0,6914031.0,5.45,0.95,29.48,2.32,0.00 
3004,豐達科,1704031.0,39.49,59832.0,1873149.0,3.19,526472.0,4390290.0,1.34,0.99,61.56,1.14,0.00 
3005,神基,27837743.0,3.28,2668793.0,17993295.0,15.27,5892477.0,33854933.0,8.24,1.57,45.53,4.4,0.00 
3006,晶豪科,15267139.0,27.4,1084441.0,8129283.0,13.54,2857589.0,13000348.0,8.52,2.03,29.96,3.85,0.00 
3008,大立光,55944489.0,7.9,24534131.0,140802158.0,17.87,1341402.0,171276230.0,14.75,0.7,17.83,182.9,1.00 
3010,華立,59080920.0,8.04,2046116.0,14908460.0,14.17,2313901.0,38754969.0,5.49,2.78,61.39,8.03,0.00 
3011,今皓,1320863.0,2.16,90140.0,959398.0,9.29,1127192.0,1824918.0,5.01,1.31,40.8,0.8,0.00 
3013,晟銘電,6124518.0,1.65,80176.0,2460356.0,3.26,1559350.0,4964039.0,1.66,2.17,49.21,0.4,0.00 
3014,聯陽,4817829.0,31.46,935476.0,4809398.0,20.45,1610801.0,6487655.0,15.22,1.22,24.67,5.83,0.00 
3015,全漢,14796460.0,3.82,692075.0,11492660.0,6.24,1872620.0,18448479.0,3.82,1.6,42.28,3.55,0.00 
3016,嘉晶,4039180.0,4.79,25693.0,4045539.0,0.64,2796356.0,5965564.0,0.43,1.14,36.57,0.09,0.00 
3017,奇鋐,39665534.0,8.57,2074700.0,11288338.0,19.14,3533101.0,40676236.0,5.24,1.87,73.75,5.42,0.00 
3018,同開,1633103.0,51.91,67479.0,517849.0,12.63,731471.0,1721909.0,4.31,1.2,60.6,0.8,0.00 
3019,亞光,15760061.0,13.01,608006.0,14959469.0,4.07,2810839.0,20162647.0,3.03,1.58,21.32,1.41,0.00 
3021,鴻名,2717038.0,8.06,95988.0,1255021.0,7.72,940000.0,2715993.0,3.64,1.84,49.83,1.03,0.00 
3022,威強電,5947577.0,6.08,996362.0,7594686.0,13.47,1765978.0,10849879.0,9.51,1.04,28.42,5.64,0.00 
3023,信邦,21797542.0,20.62,2183500.0,9768133.0,23.94,2327775.0,23683043.0,9.82,1.93,54.63,9.08,0.00 
3024,憶聲,1280877.0,5.08,43498.0,2614224.0,1.41,2771575.0,3709704.0,0.99,0.63,29.85,0.17,0.00 
3025,星通,598096.0,9.82,78648.0,845598.0,9.43,709206.0,1072143.0,7.5,0.92,20.29,1.11,0.00 
3026,禾伸堂,14830428.0,1.54,1229790.0,9543806.0,12.9,1579908.0,14629920.0,8.59,1.85,31.9,8.31,0.00 
3027,盛達,849824.0,36.6,34861.0,1483020.0,2.34,988563.0,2448657.0,1.44,0.52,32.09,0.32,0.00 
3028,增你強,34401169.0,27.51,472025.0,4801558.0,9.91,2138249.0,19290177.0,2.63,3.29,69.03,2.21,0.00 
3029,零壹,9834318.0,10.31,440398.0,2669412.0,16.89,1256402.0,5471676.0,8.58,3.07,53.57,3.55,0.00 
3030,德律,4950695.0,12.85,1092656.0,5702194.0,19.42,2362160.0,6997303.0,15.66,1.17,18.06,4.63,0.00 
3031,佰鴻,1375687.0,22.21,133115.0,2819564.0,4.88,1816742.0,3480064.0,4.0,0.87,19.43,0.74,0.00 
3032,偉訓,9233174.0,19.33,559643.0,3647865.0,15.71,1132856.0,9478533.0,5.99,1.63,56.35,4.21,0.00 
3033,威健,58413402.0,21.13,699309.0,6074078.0,11.69,3677513.0,22853830.0,3.07,3.64,75.77,1.9,0.00 
3034,聯詠,79955520.0,24.21,11817239.0,39943203.0,31.34,6085115.0,58100689.0,21.68,2.37,29.43,19.42,1.00 
3035,智原,5495307.0,3.62,255997.0,6340994.0,4.27,2485503.0,8199156.0,3.2,1.22,31.67,1.08,0.00 
3036,文曄,353152195.0,5.36,3794576.0,46116381.0,8.95,9232317.0,131009598.0,3.06,5.62,76.84,5.22,1.00 
3037,欣興,87892821.0,6.49,5317528.0,53100558.0,10.27,15047323.0,124710224.0,4.38,1.29,56.12,3.74,1.00 
3038,全台,3737299.0,9.01,232996.0,1980565.0,11.93,1624076.0,3609189.0,6.22,1.97,46.33,1.57,0.00 
3040,遠見,154852.0,23.14,399236.0,1677766.0,24.51,630000.0,1801374.0,22.82,0.24,10.45,6.34,0.00 
3041,揚智,2071615.0,2.99,240957.0,3099079.0,7.72,1945399.0,3804273.0,6.38,0.87,16.36,1.26,0.00 
3042,晶技,11048392.0,31.05,1429287.0,9655006.0,15.36,3097570.0,16601711.0,8.82,1.09,34.94,4.61,0.00 
3043,科風,1039271.0,14.14,46614.0,70775.0,53.69,1948781.0,1125815.0,4.04,1.67,91.17,0.25,0.00 
3044,健鼎,55547908.0,2.01,6125394.0,36060429.0,17.4,5256059.0,75249230.0,8.29,1.36,52.31,11.65,0.00 
3045,台灣大,132860984.0,6.78,12393778.0,71990212.0,17.5,35124215.0,184584602.0,6.79,1.37,51.81,4.01,1.00 
3046,建碁,1756214.0,1.81,65391.0,601318.0,11.26,714480.0,1597659.0,4.19,2.04,57.99,0.93,0.00 
3047,訊舟,6313382.0,15.21,227249.0,3046296.0,7.49,1892408.0,7612291.0,2.96,1.45,61.36,0.56,0.00 
3048,益登,108522967.0,12.02,697196.0,3720673.0,19.21,2225726.0,23332781.0,3.21,8.14,81.85,3.13,1.00 
3049,和鑫,3086399.0,29.89,359746.0,9710688.0,3.75,8069485.0,17429473.0,2.15,0.44,43.43,0.43,0.00 
3050,鈺德,964940.0,5.46,140564.0,2619210.0,5.35,1459845.0,5485991.0,2.55,0.32,52.38,0.8,0.00 
3051,力特,2417836.0,4.39,16464.0,1245363.0,1.34,3253324.0,8807966.0,0.19,0.49,86.23,0.05,0.00 
3052,夆典,5217591.0,7.22,322455.0,3141092.0,10.26,2287135.0,7556282.0,4.34,0.69,63.37,1.59,0.00 
3054,立萬利,276879.0,113.34,13613.0,936031.0,1.44,878480.0,1003351.0,1.35,0.2,14.83,0.16,0.00 
3055,蔚華科,3700321.0,27.12,36086.0,2360567.0,1.53,1024419.0,6177513.0,0.65,1.04,50.21,0.48,0.00 
3056,總太,4684643.0,25.18,1024587.0,5215019.0,21.33,2103341.0,17727722.0,5.66,0.55,66.17,4.9,0.00 
3057,喬鼎,963405.0,22.65,47715.0,815365.0,5.71,880868.0,1566230.0,2.94,1.1,54.57,0.69,0.00 
3058,立德,4163616.0,7.94,121984.0,1871341.0,6.45,1619374.0,5114852.0,2.44,1.64,57.85,0.76,0.00 
3059,華晶科,6102675.0,1.4,161508.0,9023853.0,1.8,2794973.0,14718146.0,1.11,0.77,34.57,0.6,0.00 
3060,銘異,3889506.0,28.03,281631.0,2886807.0,9.66,1375632.0,4671659.0,5.99,1.7,40.48,1.85,0.00 
3062,建漢,4834151.0,15.4,23575.0,5393762.0,0.44,3286054.0,8024343.0,0.29,1.27,31.56,0.07,0.00 
3090,日電貿,9241488.0,4.78,627543.0,4515870.0,14.55,1786572.0,7801323.0,8.36,2.08,39.5,3.36,0.00 
3092,鴻碩,2651387.0,2197.9027262931036,127301.0,1694256.0,13.349612068965518,832810.0,4241380.0,6.0490625,1.251293103448276,46.20329741379311,1.58,0.00 
3094,聯傑,233542.0,3.71,33436.0,1043786.0,3.21,846321.0,1160407.0,2.9,0.34,10.48,0.41,0.00 
3130,一零四,1634481.0,0.12,256170.0,1465739.0,17.88,331907.0,2657524.0,9.96,1.15,42.02,7.8,0.00 
3138,耀登,1121773.0,2197.9027262931036,111752.0,1157790.0,13.349612068965518,466957.0,1817239.0,6.0490625,1.251293103448276,46.20329741379311,2.63,0.00 
3149,正達,2448536.0,14.57,293123.0,1537293.0,20.83,2063936.0,4047291.0,7.52,1.27,60.94,1.42,0.00 
3164,景岳,325191.0,6.08,60215.0,1481872.0,4.1,863414.0,1612823.0,3.77,0.38,7.83,0.69,0.00 
3167,大量,2427607.0,24.96,415518.0,2082436.0,21.66,801341.0,5495311.0,8.33,0.85,55.06,5.23,0.00 
3189,景碩,27098474.0,21.37,929443.0,29189559.0,3.2,4508625.0,42783952.0,2.19,0.92,30.85,1.21,0.00 
3209,全科,41948823.0,6.03,451051.0,3435870.0,13.44,1891813.0,12585068.0,3.37,5.79,73.2,2.51,0.00 
3229,晟鈦,390868.0,30.74,230284.0,349997.0,57.09,935159.0,644483.0,33.38,1.03,34.16,2.27,0.00 
3231,緯創,845011844.0,3.79,12907896.0,83926079.0,15.64,28406121.0,428822445.0,3.25,4.36,75.62,3.1,1.00 
3257,虹冠電,1071450.0,55.82,239751.0,1560602.0,15.81,727390.0,1794488.0,13.71,0.72,7.88,3.34,0.00 
3266,昇陽,3216269.0,63.34,143161.0,5632218.0,2.54,3523143.0,11328094.0,1.26,0.32,48.95,0.4,0.00 
3296,勝德,2511738.0,10.7,22475.0,1466532.0,2.79,967244.0,2462120.0,1.69,2.17,31.99,0.23,0.00 
3305,昇貿,5280588.0,1.24,178533.0,3671295.0,4.95,1182653.0,6633285.0,2.7,1.43,43.98,1.51,0.00 
3308,聯德,329881.0,45.41,87435.0,698998.0,12.25,985696.0,1525201.0,5.68,0.61,53.48,0.89,0.00 
3311,閎暉,1734002.0,24.47,366258.0,2092028.0,17.55,600000.0,2879759.0,13.06,1.19,24.64,6.1,0.00 
3312,弘憶股,13678646.0,7.67,197574.0,1487677.0,13.58,1251140.0,5517181.0,3.73,4.6,70.35,1.58,0.00 
3321,同泰,1858643.0,18.47,272816.0,939655.0,34.3,1561448.0,2349020.0,11.41,1.46,68.65,2.15,0.00 
3338,泰碩,5257058.0,12.59,225236.0,1687167.0,13.64,878283.0,4388662.0,4.99,1.9,62.94,2.58,0.00 
3346,麗清,4345852.0,5.61,12315.0,1816821.0,0.76,845309.0,5506040.0,0.24,1.5,70.02,0.16,0.00 
3356,奇偶,1157285.0,16.22,161277.0,1759768.0,9.37,898257.0,2464853.0,6.5,0.82,42.96,1.78,0.00 
3376,新日興,15232783.0,28.89,1672971.0,15720043.0,10.87,1920263.0,22410520.0,7.61,1.05,31.14,9.05,0.00 
3380,明泰,32170649.0,103.28,725103.0,12738331.0,5.78,5417185.0,27005583.0,2.71,1.37,43.81,1.03,0.00 
3383,新世紀,551501.0,25.92,284890.0,200592.0,136.42,700000.0,2975956.0,9.54,0.38,85.4,4.07,0.00 
3406,玉晶光,15900157.0,32.01,3041011.0,15796741.0,20.0,1116675.0,26168613.0,12.05,1.06,35.44,27.42,0.00 
3413,京鼎,9942056.0,36.08,1242002.0,5518186.0,23.68,829073.0,11497522.0,12.33,1.56,47.93,14.91,0.00 
3416,融程電,1845525.0,10.82,256062.0,2202109.0,11.81,724660.0,2765243.0,9.51,1.14,13.12,3.55,0.00 
3419,譁裕,1426967.0,13.77,72526.0,1523141.0,2.26,1204804.0,2352980.0,1.36,0.69,36.7,0.61,0.00 
3432,台端,31533.0,40.79,32558.0,1530434.0,2.15,665860.0,1754412.0,1.86,0.05,24.3,0.49,0.00 
3437,榮創,5478884.0,35.43,110627.0,2639785.0,4.23,1445480.0,4623760.0,2.31,1.6,39.39,0.77,0.00 
3443,創意,13569441.0,26.7,850007.0,4486984.0,20.32,1340119.0,9745812.0,9.46,2.23,48.29,6.34,0.00 
3450,聯鈞,6208576.0,7.96,571224.0,5812015.0,9.93,1456814.0,8307017.0,6.98,1.28,28.13,1.65,0.00 
3454,晶睿,5544433.0,15.66,221507.0,2899548.0,7.69,869574.0,4747190.0,4.81,1.39,37.04,2.9,0.00 
3481,群創,269911051.0,7.12,1639824.0,237567046.0,0.71,99404332.0,379559837.0,0.44,1.16,37.23,0.17,1.00 
3494,誠研,488725.0,50.42,743751.0,1287168.0,57.53,1794506.0,2439430.0,29.01,0.48,48.17,2.44,0.00 
3501,維熹,4660963.0,4.13,424076.0,5931655.0,7.23,1182579.0,7842226.0,5.53,1.11,24.56,3.59,0.00 
3504,揚明光,3905582.0,18.97,236216.0,3181762.0,7.37,1140598.0,5516024.0,4.14,1.33,44.81,2.07,0.00 
3515,華擎,17911584.0,33.52,1508583.0,7308436.0,21.05,1206424.0,11715811.0,12.58,2.24,37.13,11.3,0.00 
3518,柏騰,684598.0,25.17,55940.0,1379768.0,4.09,807522.0,2194268.0,2.58,0.44,32.6,0.71,0.00 
3528,安馳,4973228.0,20.75,208922.0,1514646.0,14.09,656160.0,3308066.0,6.09,2.13,55.14,3.18,0.00 
3530,晶相光,3328695.0,45.1,281438.0,2205742.0,13.15,781059.0,3012018.0,9.6,1.58,14.63,3.65,0.00 
3532,台勝科,11934697.0,2.57,1307911.0,20346028.0,6.48,3878483.0,23101308.0,5.78,0.9,10.61,3.37,0.00 
3533,嘉澤,17291332.0,14.48,2835589.0,14479559.0,20.17,1034779.0,19282895.0,14.73,1.63,22.94,26.41,0.00 
3535,晶彩科,1141503.0,35.36,101773.0,874711.0,11.08,790523.0,2381203.0,4.35,1.5,53.67,1.29,0.00 
3536,誠創,532536.0,52.65,128547.0,228556.0,52.74,1068000.0,1431897.0,9.06,1.23,75.47,1.09,0.00 
3543,州巧,3120452.0,2197.9027262931036,386391.0,2943763.0,13.349612068965518,892631.0,5801999.0,6.0490625,1.251293103448276,46.20329741379311,4.5,0.00 
3545,敦泰,13800348.0,50.65,983458.0,7811460.0,13.05,2103532.0,12345053.0,8.1,1.38,33.39,3.97,0.00 
3550,聯穎,3597629.0,1.94,81408.0,1914591.0,4.37,850000.0,4105144.0,2.04,1.57,52.94,0.94,0.00 
3557,嘉威,4428573.0,166.75,723887.0,1598890.0,46.35,723004.0,4500811.0,17.14,0.5,77.35,10.01,0.00 
3563,牧德,2397855.0,5.64,654515.0,2607730.0,25.69,447282.0,3709287.0,17.68,1.54,32.89,15.02,0.00 
3576,聯合再生,12511034.0,31.03,6162307.0,15024114.0,35.43,26650863.0,32460701.0,17.17,0.64,54.51,2.31,0.00 
3583,辛耘,3580003.0,9.35,305463.0,2846170.0,11.1,811390.0,4792610.0,6.71,1.95,27.81,3.8,0.00 
3588,通嘉,1446599.0,37.98,60508.0,1328964.0,4.61,477742.0,1613343.0,3.76,1.19,14.82,1.3,0.00 
3591,艾笛森,1901238.0,16.43,32823.0,2653662.0,1.26,1225564.0,3764253.0,0.9,1.13,24.79,0.35,0.00 
3593,力銘,689786.0,33.54,74849.0,609560.0,14.21,930425.0,1174116.0,6.25,0.87,58.71,0.9,0.00 
3596,智易,33765295.0,2.64,1630605.0,11961996.0,13.9,2084095.0,28807226.0,5.75,2.28,55.58,8.36,0.00 
3605,宏致,8062865.0,10.27,259946.0,4564150.0,5.76,1223959.0,10295137.0,2.54,1.36,53.53,2.26,0.00 
3607,谷崧,3322590.0,23.74,424474.0,2737008.0,15.5,1216622.0,4566353.0,9.62,1.43,35.02,3.32,0.00 
3617,碩天,9141450.0,2.3,472882.0,4566559.0,10.51,809510.0,10594619.0,4.48,1.57,56.97,5.72,0.00 
3622,洋華,926478.0,1.47,201508.0,4682321.0,4.42,1513276.0,5214945.0,4.0,0.29,8.79,1.24,0.00 
3645,達邁,2013861.0,14.39,349105.0,2785778.0,12.73,1307017.0,5080528.0,6.91,0.65,49.22,2.76,0.00 
3653,健策,6845497.0,24.72,847376.0,6859866.0,12.66,1210254.0,10924255.0,8.26,1.32,19.64,7.17,0.00 
3661,世芯-KY,7078919.0,63.49,834917.0,3888242.0,22.01,620285.0,9112980.0,9.45,1.46,36.81,13.61,0.00 
3665,貿聯-KY,22537767.0,2.33,1820296.0,13277525.0,14.17,1305694.0,22717189.0,8.34,1.89,48.96,14.01,0.00 
3669,圓展,4068221.0,89.9,788197.0,3199475.0,25.6,929200.0,4679185.0,16.65,1.24,19.69,8.48,0.00 
3673,TPK-KY,114583199.0,16.12,1034373.0,36805481.0,2.84,4066638.0,83621028.0,1.19,2.57,57.69,2.54,0.00 
3679,新至陞,4808261.0,21.51,721362.0,4457246.0,16.72,627455.0,8617493.0,8.65,0.87,49.32,11.57,0.00 
3682,亞太電,13587443.0,4.62,5819980.0,29739972.0,19.09,38171964.0,39676647.0,14.58,0.58,21.85,1.53,0.00 
3686,達能,104515.0,27.63,150964.0,785483.0,5.25,1135136.0,1085525.0,3.84,0.17,26.07,1.33,0.00 
3694,海華,9591767.0,24.78,304098.0,1831981.0,16.72,1504418.0,5931379.0,5.04,2.65,67.66,2.02,0.00 
3701,大眾控,7404268.0,4.57,12689.0,3663885.0,0.35,1903446.0,7688189.0,0.17,1.77,48.23,0.21,0.00 
3702,大聯大,609885871.0,15.66,8200504.0,66003018.0,12.6,18790568.0,233977113.0,3.5,4.05,72.23,4.77,0.00 
3703,欣陸,21688649.0,4.31,1632937.0,26920360.0,6.1,8232160.0,67155090.0,2.44,0.62,59.56,1.87,0.00 
3704,合勤控,22250630.0,7.41,831001.0,8306231.0,10.36,4476438.0,19589165.0,4.43,2.85,53.23,1.91,0.00 
3705,永信,8084664.0,1.24,781134.0,6576262.0,11.99,2664230.0,12611892.0,6.24,1.15,48.07,2.97,0.00 
3706,神達,41145756.0,14.83,2850785.0,42761495.0,6.8,12065568.0,57171735.0,5.06,1.14,28.61,2.45,0.00 
3708,上緯投控,9867900.0,60.53,728305.0,6415597.0,11.65,935046.0,12219232.0,6.26,1.11,42.46,6.82,0.00 
3711,日月光投控,476978710.0,15.44,29276780.0,234256597.0,12.96,43515920.0,583091082.0,5.03,1.27,61.49,6.47,1.00 
3712,永崴投控,7053361.0,20.87,179775.0,8177255.0,2.3,2462421.0,22807009.0,0.77,0.84,62.3,0.34,0.00 
4104,佳醫,6675494.0,3.39,669086.0,9579704.0,7.03,1411490.0,14004632.0,4.82,0.81,37.29,4.06,0.00 
4106,雃博,2004025.0,1.47,105377.0,2106283.0,5.06,1009116.0,3046409.0,3.37,1.14,32.79,1.04,0.00 
4108,懷特,91810.0,3.85,118655.0,1702122.0,6.95,1636189.0,1809597.0,6.51,0.09,6.92,0.54,0.00 
4119,旭富,2689222.0,14.16,360124.0,3322222.0,10.36,794853.0,4569938.0,8.17,1.04,14.87,4.53,0.00 
4133,亞諾法,456449.0,10.21,36526.0,1211094.0,3.02,605536.0,1294584.0,2.83,0.57,5.66,0.6,0.00 
4137,麗豐-KY,4055996.0,21.07,959636.0,4408315.0,22.95,794924.0,8963786.0,10.84,1.11,46.26,12.09,0.00 
